cases_0_submitter_id	cases_0_case_id	cases_0_samples_0_sample_type	data_type	cases_0_samples_0_tissue_type	file_name	cases_0_samples_0_submitter_id	cases_0_samples_0_portions_0_analytes_0_aliquots_0_aliquot_id	cases_0_samples_0_sample_id	file_id	data_category	cases_0_samples_0_tumor_descriptor	cases_0_samples_0_portions_0_analytes_0_aliquots_0_submitter_id
TCGA-E2-A108	4f04bd10-9902-4a23-b15d-4f4409d79499	Primary Tumor	Gene Expression Quantification		1f886c5f-c9dc-4bf7-a9f9-30659e57597c.FPKM.txt.gz	TCGA-E2-A108-01A	48188b57-1f05-43dc-b8d4-a422c4f443a9	24e9d23a-1340-4074-9268-ca85896569cf	47d5870a-e9ad-4e92-b380-2b5f51c3f6b8	Transcriptome Profiling		TCGA-E2-A108-01A-13R-A10J-07
TCGA-E9-A5FK	b304302a-f2b9-4cd7-ab14-c21edf7778ea	Primary Tumor	Gene Expression Quantification		e4544c39-bf5a-4f95-8853-6a59eae4c262.FPKM.txt.gz	TCGA-E9-A5FK-01A	6cdd2900-2b84-44d4-a9b3-bf75b12946b9	ad9e6197-47ac-454c-9c33-1988e9b66611	f9acbd12-1d52-45af-a9d3-d7fbba0955e0	Transcriptome Profiling		TCGA-E9-A5FK-01A-11R-A27Q-07
TCGA-AR-A24Z	9fefbe7c-f66a-4940-843e-285cb7b392c1	Primary Tumor	Gene Expression Quantification		e152cfff-98ed-4984-8ca4-92e2f5c6ef4b.FPKM.txt.gz	TCGA-AR-A24Z-01A	8d0d1eea-9e60-4507-8cfa-1fac66edc8a4	5cdd3886-898b-4861-a748-d4164ce14a07	05a734dd-0260-47ca-84a1-51f5b0d4711b	Transcriptome Profiling		TCGA-AR-A24Z-01A-11R-A169-07
TCGA-E2-A1L9	5ea18514-51ad-4844-abea-15e82f0b10c9	Primary Tumor	Gene Expression Quantification		5c09d572-3fb3-4b7b-ac32-279c6351554c.FPKM.txt.gz	TCGA-E2-A1L9-01A	05329e4e-6623-4044-9abf-46f3ed4ccfd8	644c9a14-09da-4382-a6d1-dce67f25a4ff	6050e06e-0431-4d2d-bdac-0d631882cbde	Transcriptome Profiling		TCGA-E2-A1L9-01A-11R-A13Q-07
TCGA-AN-A049	2e1e3bf0-1708-4b65-936c-48b89eb8966a	Primary Tumor	Gene Expression Quantification		ce137517-0320-46dd-b4e0-82c02773ba97.FPKM.txt.gz	TCGA-AN-A049-01A	53a89c04-16e5-4cc3-838c-6b6d1b8ea0c0	b09dcf83-93a7-466b-9414-12896ac7749c	3446ded4-3823-4a04-b09e-5a02b99dc490	Transcriptome Profiling		TCGA-AN-A049-01A-21R-A00Z-07
TCGA-E2-A15R	33b7bf50-53f4-4839-aa83-9665f85671d8	Primary Tumor	Gene Expression Quantification		e4b48aa4-4fc3-48b6-9f65-01e99fc85608.FPKM.txt.gz	TCGA-E2-A15R-01A	8f90121d-5f9a-4702-a2ae-2a9b34a99171	7295d5c2-d7bc-4d35-bdcb-17c4ec5e5de0	80716644-0387-4ac5-92d7-4d09cd928d0e	Transcriptome Profiling		TCGA-E2-A15R-01A-11R-A115-07
TCGA-D8-A1Y0	ced2c048-b047-43ff-b0e7-cd7ad480850c	Primary Tumor	Gene Expression Quantification		b5dc51e7-76d4-480f-bc2f-a0fc74947c35.FPKM.txt.gz	TCGA-D8-A1Y0-01A	8dd30d68-86d0-456f-814c-ae59a5c0a071	92f1452b-54af-408f-98a8-cd76191f472b	f6d3d770-157b-479b-a5cc-56e174dda026	Transcriptome Profiling		TCGA-D8-A1Y0-01A-11R-A14M-07
TCGA-A8-A085	3c08aabd-d5b5-4bbe-857c-38a7527b2163	Primary Tumor	Gene Expression Quantification		dfe06359-c16a-4959-bb04-298f18474a17.FPKM.txt.gz	TCGA-A8-A085-01A	4be8001c-c6a2-420c-8761-93469a6a7904	0dba8c12-0f21-4489-8639-47c156ddfa5f	5a6655eb-53b9-481a-8be2-d68893affcdd	Transcriptome Profiling		TCGA-A8-A085-01A-11R-A00Z-07
TCGA-E2-A14X	60df7543-6da5-4c75-943b-5800c1e08234	Primary Tumor	Gene Expression Quantification		f488d4bd-07b5-4a18-b6e8-982c6303f4a9.FPKM.txt.gz	TCGA-E2-A14X-01A	d9f827bb-2498-49b0-aa85-71cb554eb926	a7cc9298-d6f1-48ef-a93a-9c75fc0cb800	aa3cf0c1-fda2-4f83-8ad2-3a2b8d1d6db5	Transcriptome Profiling		TCGA-E2-A14X-01A-11R-A115-07
TCGA-EW-A424	a6502f17-6bee-4d5a-8520-06364593d39c	Primary Tumor	Gene Expression Quantification		4d8ca8d3-eec4-4dee-9805-4a84fa1f1716.FPKM.txt.gz	TCGA-EW-A424-01A	1a571942-1f4c-4f93-8ad3-ea84dad7edaa	b22a4adb-8d8a-490a-a6f4-cc091b41f56f	687575d0-a292-47d3-aa23-46df1e1ff218	Transcriptome Profiling		TCGA-EW-A424-01A-11R-A24H-07
TCGA-E9-A1R7	2680da86-c977-4611-b75f-df015283c023	Primary Tumor	Gene Expression Quantification		3fb92a97-b53b-4f00-88b2-958b0ad2b46d.FPKM.txt.gz	TCGA-E9-A1R7-01A	5ac273e2-3a3f-48a6-8782-956587bab667	8d9f2037-1c1f-4c73-a993-dc4c2aa67d30	0db177f1-192c-423e-855a-b12784805bbf	Transcriptome Profiling		TCGA-E9-A1R7-01A-11R-A14M-07
TCGA-A2-A25E	ba89cb4f-cd63-47b1-9550-76fdaff89f2e	Primary Tumor	Gene Expression Quantification		a5dc521e-bee4-489c-8679-d4b90a327d33.FPKM.txt.gz	TCGA-A2-A25E-01A	7265c93b-7138-4bc8-bc9c-22ce1abf0ef2	8da9c00e-1ec3-4657-9511-a2a00b8961cb	002aa584-7dd3-4c62-952b-b24e5858482b	Transcriptome Profiling		TCGA-A2-A25E-01A-11R-A169-07
TCGA-BH-A0DP	14267783-5624-4fe5-ba81-9d67f1017474	Primary Tumor	Gene Expression Quantification		7e56863a-53f2-4c94-9cf0-053d72b4d5ee.FPKM.txt.gz	TCGA-BH-A0DP-01A	72967b75-a711-425a-819d-dd673c5edc44	ffb838b0-db61-4dc9-aadc-41562f677f54	ecb47488-133d-42c4-897c-0f4b40b221f0	Transcriptome Profiling		TCGA-BH-A0DP-01A-21R-A056-07
TCGA-BH-A0BM	c2aeee6c-ba10-4cf9-b560-c739580f7bf3	Primary Tumor	Gene Expression Quantification		a0c5137f-e9b4-413c-a0b3-96c2c11e68f2.FPKM.txt.gz	TCGA-BH-A0BM-01A	986550fb-92db-4e9f-b79a-6c3023dd63a3	5423b7f8-d2bb-47c8-9af8-3d3e1276888c	788885a4-7387-40c6-ba28-a52f21aac2da	Transcriptome Profiling		TCGA-BH-A0BM-01A-11R-A056-07
TCGA-BH-A0GZ	27dfb9d4-3a2c-44bc-9acf-8f638d3f3004	Primary Tumor	Gene Expression Quantification		daee50d2-e281-4cbc-ae7b-c52460f4920a.FPKM.txt.gz	TCGA-BH-A0GZ-01A	8ffcb765-094c-4623-b172-ea8400965f00	1142b1cf-ebf3-485b-aae2-dcf4d8793212	db5abcbb-5d3c-4b2a-b07f-d24349a2e9d4	Transcriptome Profiling		TCGA-BH-A0GZ-01A-11R-A056-07
TCGA-E2-A14W	eadb0562-2165-4adb-ad58-018e73f82780	Primary Tumor	Gene Expression Quantification		fcdaa827-e263-46e0-8a83-206fa5a009ba.FPKM.txt.gz	TCGA-E2-A14W-01A	f898f44d-a728-41cf-b1ac-20b1995a86b9	b4c869f2-6910-4d41-ae52-b08b378bf681	7b4e1f02-4b48-4a2a-8051-4481be641cae	Transcriptome Profiling		TCGA-E2-A14W-01A-11R-A12D-07
TCGA-OL-A66P	f81ac8a2-4ce6-439e-b027-1c0bfc88ceaa	Primary Tumor	Gene Expression Quantification		52fe6ec2-36d3-413b-81c7-b79870d74450.FPKM.txt.gz	TCGA-OL-A66P-01A	bbd01868-6fc1-42e7-b375-f0ac1a54a43c	1317942a-ef03-4ed9-b418-40a27aa3d6ec	6b9c4ad9-aa77-4f84-8cf6-993672acd2c3	Transcriptome Profiling		TCGA-OL-A66P-01A-11R-A31O-07
TCGA-MS-A51U	910655da-2c12-4572-96b7-ded616e69b4b	Primary Tumor	Gene Expression Quantification		87e68da8-743f-40f7-8894-fb66e474bb61.FPKM.txt.gz	TCGA-MS-A51U-01A	b41dfa6b-a221-4e03-95d7-428781787067	764a5732-0b44-4cbe-93f2-7b84fd7d81a1	df0432ae-531c-4f7f-a8fb-11b04d36a5e0	Transcriptome Profiling		TCGA-MS-A51U-01A-31R-A266-07
TCGA-BH-A1FH	1783cac1-253a-40af-a9ac-48dfb20e1ab8	Primary Tumor	Gene Expression Quantification		512b0f65-4ee9-4d01-b453-075499fe9d83.FPKM.txt.gz	TCGA-BH-A1FH-01A	693a3c69-75bd-435d-874e-f3b90b7ed180	f0785dc2-a43e-4b59-a21c-ab55c490d441	fc5845c7-e1a3-4d50-a982-ba0c847602c3	Transcriptome Profiling		TCGA-BH-A1FH-01A-12R-A13Q-07
TCGA-B6-A0WZ	08740d7f-5a5e-4dfa-bd48-7fbf228a7a28	Primary Tumor	Gene Expression Quantification		583d6873-a3f6-4d4f-9b87-cd8f8c7366ca.FPKM.txt.gz	TCGA-B6-A0WZ-01A	dc4a013a-c52a-40ef-8aeb-e1163519cdb8	5b94a116-7e70-41d4-8c6f-2bae44e591aa	5d5c957f-2fa4-482d-af64-2d73e0879a10	Transcriptome Profiling		TCGA-B6-A0WZ-01A-11R-A109-07
TCGA-A2-A0YF	ae8c77fe-e6c8-44d5-8265-4a38c637bbef	Primary Tumor	Gene Expression Quantification		b0ae2bb5-9b1b-47a3-abc7-76c02bf8a229.FPKM.txt.gz	TCGA-A2-A0YF-01A	b3ac6331-6c8f-4165-add7-482aadf7fa68	2b721ce6-b620-4216-9846-c82543880bb3	de5bd299-c120-4736-ae72-3b1d375c50a2	Transcriptome Profiling		TCGA-A2-A0YF-01A-21R-A109-07
TCGA-E2-A1IJ	b09643c2-ded5-4346-b3c5-90a48f88a02e	Primary Tumor	Gene Expression Quantification		ae53b898-c61d-4137-824a-104a4202299c.FPKM.txt.gz	TCGA-E2-A1IJ-01A	14404fa2-adc4-4ecd-b4ee-5f4a75b54ff2	0c61c676-2a72-4dbe-8dcb-284bd112570c	14c179c4-d4e6-48e8-9245-f15c07ecac61	Transcriptome Profiling		TCGA-E2-A1IJ-01A-11R-A144-07
TCGA-BH-A0C3	7bcf6d42-eb8f-4aa2-825b-38671d4f9e3a	Primary Tumor	Gene Expression Quantification		5891f699-0097-48dd-b35a-0f8999af21c8.FPKM.txt.gz	TCGA-BH-A0C3-01A	52a863fe-b210-456b-9c2d-545277362b65	21ba28ff-89f6-4f02-a135-821efc4f42f8	e5b8c21e-3d00-45b4-a3df-c4e533da618a	Transcriptome Profiling		TCGA-BH-A0C3-01A-21R-A12P-07
TCGA-C8-A12Y	298a1710-deb4-4064-a0f2-da32d43aa217	Primary Tumor	Gene Expression Quantification		e8201ee9-2e0a-4a8e-bc99-6e2482da919d.FPKM.txt.gz	TCGA-C8-A12Y-01A	ef42155a-112e-48fe-b52a-a99ebcd5f7f5	d9de9f71-2b39-4d21-9c93-8e199080c011	5ccb3e09-5998-4519-9afc-9eb9de044a1f	Transcriptome Profiling		TCGA-C8-A12Y-01A-11R-A12D-07
TCGA-E2-A2P6	f83b866b-0b2e-4bba-9367-be6dccf56232	Primary Tumor	Gene Expression Quantification		a6c37f79-63ef-47b6-8709-94ce7b88a1a8.FPKM.txt.gz	TCGA-E2-A2P6-01A	bc94874b-f73a-44c8-bc6f-9ec50972c9b2	3bc62725-ad6d-4685-bc50-0f1127363d90	23d940e4-418e-4457-b5a9-fe1a5d51c71d	Transcriptome Profiling		TCGA-E2-A2P6-01A-11R-A19W-07
TCGA-A8-A08A	7fe4670d-4626-459d-869b-ab15f478c6a7	Primary Tumor	Gene Expression Quantification		7acdfb7e-882e-43cb-a449-e1bff9869637.FPKM.txt.gz	TCGA-A8-A08A-01A	bf92b8cc-9a5c-4e96-917c-c264fe588f8d	8e464b23-588b-4d8d-a094-03efeb76789c	47efc1f4-8725-40db-ac47-aa98a52c95a7	Transcriptome Profiling		TCGA-A8-A08A-01A-11R-A32Y-07
TCGA-E2-A1LS	91a2f2af-e4b1-4a0b-ab20-6a36ce63c533	Primary Tumor	Gene Expression Quantification		4a775326-e623-47d4-b105-d32fc21afb8a.FPKM.txt.gz	TCGA-E2-A1LS-01A	81239059-614b-46b7-a21e-224ec62e2939	529056f9-7bdf-4675-bff7-a82abddf5734	afbb646d-469a-4ba2-8a8b-b83405ca3ad4	Transcriptome Profiling		TCGA-E2-A1LS-01A-12R-A157-07
TCGA-A2-A0EU	c0427237-b476-4af4-b664-7bd479922ea5	Primary Tumor	Gene Expression Quantification		7e89a428-9132-4efa-b119-10241f0ecdcc.FPKM.txt.gz	TCGA-A2-A0EU-01A	70633069-e9df-4fce-84df-6849f4b2693c	69dbb2ae-3f19-4c29-9c24-810ae60312f3	2e026464-05a8-41f5-a6f0-103c57beaf86	Transcriptome Profiling		TCGA-A2-A0EU-01A-22R-A056-07
TCGA-AR-A24V	3cb06c7a-f2a8-448b-91a8-dd201bbf2ddd	Primary Tumor	Gene Expression Quantification		8b3049b8-2b0e-41a4-b4d9-d904792fcc56.FPKM.txt.gz	TCGA-AR-A24V-01A	29b04717-c5f2-4d4c-b006-e5c5f0aade7a	49bfd2cc-fddd-4376-8e53-8008ca075779	1b4eb6c4-6adf-4ad1-aa7d-dfd9410f9b29	Transcriptome Profiling		TCGA-AR-A24V-01A-21R-A169-07
TCGA-D8-A140	2585edbd-3488-4100-a4ab-a161252a31ee	Primary Tumor	Gene Expression Quantification		1c072d05-bdd8-4d30-ba1d-099ed32ea33a.FPKM.txt.gz	TCGA-D8-A140-01A	116f1b9d-8c0c-4b29-b9b2-06ea186f4480	660954c6-51ed-4b74-8eb0-65c282da3971	6253a1c3-d79a-45f5-a591-7f5afd0bcd2d	Transcriptome Profiling		TCGA-D8-A140-01A-11R-A115-07
TCGA-A8-A07J	316625b8-a217-4829-90d1-dfd9cb7e4bc3	Primary Tumor	Gene Expression Quantification		c8c58445-3c7f-4c98-85b0-6a707c3d8473.FPKM.txt.gz	TCGA-A8-A07J-01A	a5405b3a-e351-4e9e-b3fa-07c33e3318d3	e7008896-7348-4b14-a443-d9da1352c80e	e6ce9ed6-881e-439e-a80f-475c45f75163	Transcriptome Profiling		TCGA-A8-A07J-01A-11R-A00Z-07
TCGA-AC-A8OQ	dfaabd03-2d40-4422-b210-caf112ff4229	Primary Tumor	Gene Expression Quantification		bb61735e-8207-42e2-95bb-3d2c8001595c.FPKM.txt.gz	TCGA-AC-A8OQ-01A	cca6f765-44ff-4540-a961-0a2be4e41f93	097b9dd5-5617-48ba-8600-ec5a99c75a42	45570a54-c83b-4c22-aaf1-4028e2575453	Transcriptome Profiling		TCGA-AC-A8OQ-01A-11R-A41B-07
TCGA-E2-A1LH	d8ecba6a-9fff-4993-a799-9a8d2aea524e	Primary Tumor	Gene Expression Quantification		6533d5fa-8631-4e68-ba3b-2039aa8c96cb.FPKM.txt.gz	TCGA-E2-A1LH-01A	66f3892f-f4ec-412c-9c56-a9e9b56a15ee	c236908e-4814-409b-9fcc-2bedf60aa168	520f56ec-1fc2-4f9d-aa80-ca2e7b3358a4	Transcriptome Profiling		TCGA-E2-A1LH-01A-11R-A14D-07
TCGA-A8-A07L	e89a9deb-6321-4e61-b412-b4993d4277dd	Primary Tumor	Gene Expression Quantification		98591c77-f3ae-47ba-94ea-a15cff8a2102.FPKM.txt.gz	TCGA-A8-A07L-01A	76cbecbe-22ef-479a-9306-2f09e1d87757	e5bfc024-9ee5-4e37-97ee-45e695489f8d	848df680-4b79-48e3-8fd8-c53cedc32af1	Transcriptome Profiling		TCGA-A8-A07L-01A-11R-A00Z-07
TCGA-GM-A2DB	6e6b7742-a562-490b-bb72-04a5653852e4	Primary Tumor	Gene Expression Quantification		7eed3c23-853b-4d0e-9b2d-81990f2ca0c6.FPKM.txt.gz	TCGA-GM-A2DB-01A	e5aeb7a3-1454-4605-a924-d4b1ed082e87	57557c6c-4927-449b-976e-127c0916763b	79b83fa6-c529-43e9-a850-c96b000fdb7b	Transcriptome Profiling		TCGA-GM-A2DB-01A-31R-A18M-07
TCGA-EW-A1PD	4dfc233b-ed03-4825-8089-e04cdee99996	Primary Tumor	Gene Expression Quantification		1a33a98d-2df8-4c2d-8042-5d2add5ce54c.FPKM.txt.gz	TCGA-EW-A1PD-01A	69971d5c-5be4-4886-bf7c-753de9593a1e	9f52ae8b-7fe7-441c-9fb6-c55a9bd1a0d0	676552db-7d52-4e73-ade6-8ec277bc0f73	Transcriptome Profiling		TCGA-EW-A1PD-01A-11R-A144-07
TCGA-BH-A1FH	1783cac1-253a-40af-a9ac-48dfb20e1ab8	Solid Tissue Normal	Gene Expression Quantification		e84e835c-ce99-46bd-a50b-068cfb983143.FPKM.txt.gz	TCGA-BH-A1FH-11B	1b831e2d-c265-4eac-aee0-248493a14218	c75bc2c7-cf1f-482c-b615-f60b56983124	c1394fe1-547c-484b-85b1-db6f2becf00d	Transcriptome Profiling		TCGA-BH-A1FH-11B-42R-A13Q-07
TCGA-A8-A0A7	995fdab7-7284-4d33-befa-ec22aa7c6479	Primary Tumor	Gene Expression Quantification		e8816445-8476-4bdd-8f13-bb7f6d755b93.FPKM.txt.gz	TCGA-A8-A0A7-01A	bae23acf-5981-4071-a7e1-6363ab128561	ea748969-579b-43dd-b2cd-1b0ac46b64ea	ddc7dc48-36c8-40fa-9a2b-469ecadf6023	Transcriptome Profiling		TCGA-A8-A0A7-01A-11R-A00Z-07
TCGA-E2-A15H	5580b21a-2cdb-4777-ad79-6e06654144f5	Primary Tumor	Gene Expression Quantification		1c903a79-fbee-47a4-8847-79d9242a2fcf.FPKM.txt.gz	TCGA-E2-A15H-01A	75b2227e-0279-4dfb-a1a1-e64c53b48d7a	7cb99442-005b-4611-94f9-03af195ec7e3	fdcbd3ea-55ca-46a9-b2ae-94e0df54cf29	Transcriptome Profiling		TCGA-E2-A15H-01A-11R-A12D-07
TCGA-AO-A03O	1111fb30-46ce-4722-98da-ec9ba2323d90	Primary Tumor	Gene Expression Quantification		6a979027-8bef-430c-bf09-67b3e8882482.FPKM.txt.gz	TCGA-AO-A03O-01A	a1460e9a-c4aa-4e07-abf4-fdb5f42f5eeb	a19fbcc1-a781-4496-97ed-487aa83aae29	4a9a08a8-1ea6-4260-ab56-883efb01b83d	Transcriptome Profiling		TCGA-AO-A03O-01A-11R-A00Z-07
TCGA-S3-AA10	23c31c2e-336c-4878-a476-cf8d811b4875	Primary Tumor	Gene Expression Quantification		571dfb80-0e39-4e9c-8dd2-597b93d67e90.FPKM.txt.gz	TCGA-S3-AA10-01A	4c80c4a1-7e99-4f9e-b32c-898ae20206c5	9c531ed5-e501-4cbf-9977-202dc1c5e623	3690866e-8a58-4382-81c3-f867e12f5972	Transcriptome Profiling		TCGA-S3-AA10-01A-21R-A41B-07
TCGA-A7-A0CE	9d95a65b-e41d-4f93-92d4-99dce29ff40d	Primary Tumor	Gene Expression Quantification		9f0d673f-ff69-4d01-910c-f04921b538a2.FPKM.txt.gz	TCGA-A7-A0CE-01A	e8ef8b75-7c0c-4a42-9a10-3789b6afa5d2	9dc315ce-3b76-4754-b103-2c2580cde4ab	f8cf629e-005c-4e67-9b34-244214476d1a	Transcriptome Profiling		TCGA-A7-A0CE-01A-11R-A00Z-07
TCGA-BH-A0DD	dba9beec-5e51-48c0-9229-0ee286a02a1a	Primary Tumor	Gene Expression Quantification		b40a318f-fc61-49e5-ab41-c2e41510a12c.FPKM.txt.gz	TCGA-BH-A0DD-01A	e15ff180-38d3-4614-88ee-3645afaab54b	b5d03f26-66ec-4861-9635-e0ee4a6e41c9	9c63d703-e9a0-4407-89a8-31f383063bc8	Transcriptome Profiling		TCGA-BH-A0DD-01A-31R-A12P-07
TCGA-EW-A1P6	ee5744c0-a8dc-43f2-abdd-0b5529a3e9fb	Primary Tumor	Gene Expression Quantification		a2233404-f380-4bd6-8770-0d4ba8998fd9.FPKM.txt.gz	TCGA-EW-A1P6-01A	9dddaf60-64ed-4d41-a546-79e86db1101e	174435cc-64d1-4d33-953c-1ada5df46ecd	3232746c-bb0f-4e1e-871e-618fcfdb9046	Transcriptome Profiling		TCGA-EW-A1P6-01A-11R-A144-07
TCGA-A8-A093	02f5ae33-a563-4ecb-9e33-dfa500a44931	Primary Tumor	Gene Expression Quantification		b33cca42-eff2-412d-a35b-9b35379f2997.FPKM.txt.gz	TCGA-A8-A093-01A	54d372bf-07c8-4525-a081-ff26c28aff39	7b2cc917-cd91-486b-bb9b-4c57cf4e86e0	399dda08-587e-41a5-9065-4e65a4a6fa1e	Transcriptome Profiling		TCGA-A8-A093-01A-11R-A00Z-07
TCGA-E2-A1AZ	89128dba-403f-4a96-bb3b-23ed0d5e2147	Primary Tumor	Gene Expression Quantification		c0b05393-e154-459d-a17a-9e03d404ae6e.FPKM.txt.gz	TCGA-E2-A1AZ-01A	fa462e79-c5a4-4ddc-b3e6-32e8adcdd80c	758fc615-957e-4bd0-a0c6-bcd23eb7d167	9bd6ae25-bd3b-4360-b3be-44f7f60a9691	Transcriptome Profiling		TCGA-E2-A1AZ-01A-11R-A12P-07
TCGA-A8-A086	f9eb88f7-9293-46bf-ace4-a746e4ff80dc	Primary Tumor	Gene Expression Quantification		8867e7c2-0694-4172-a51e-9267a01f0658.FPKM.txt.gz	TCGA-A8-A086-01A	7347a336-6248-47be-817b-88543164d564	0b2e3720-4a7e-44cd-9e38-7d883f559c1c	f6657316-3a0a-4011-8cdb-402f8f0d3403	Transcriptome Profiling		TCGA-A8-A086-01A-11R-A00Z-07
TCGA-OL-A5RW	a82d0a57-4383-473d-b334-d13b278404b1	Primary Tumor	Gene Expression Quantification		8ddc8e8b-d131-4f4e-96ec-078ced613de6.FPKM.txt.gz	TCGA-OL-A5RW-01A	c5a7673a-c45e-4789-a2c8-32889f39c102	b280103f-8732-4ee4-9e61-357a9cb3a0a9	3798d875-5ef0-4d9e-93b9-2ede31dc53cf	Transcriptome Profiling		TCGA-OL-A5RW-01A-11R-A28M-07
TCGA-C8-A1HE	b26d41cd-393b-4cd4-8925-a9488f7de576	Primary Tumor	Gene Expression Quantification		62a17809-7816-47cf-959d-f00e5ea0c3b4.FPKM.txt.gz	TCGA-C8-A1HE-01A	b5f56bfb-6fc1-448f-8c2b-4753084aaa00	f2eac3ac-cb30-4d6d-a85a-4ea1ad3e7301	2a4f53bf-8972-4533-8ef7-6ef20ffd2aaa	Transcriptome Profiling		TCGA-C8-A1HE-01A-11R-A13Q-07
TCGA-E2-A15M	59be60a3-e0f6-4d63-b98c-574ef92428c4	Solid Tissue Normal	Gene Expression Quantification		b504f2d6-3354-4b56-9238-bf58fcf4185a.FPKM.txt.gz	TCGA-E2-A15M-11A	f75e5efb-056f-40bf-afed-33d971478ca4	97269c0f-b638-473d-9d44-8ccc770a0039	11c26837-33e6-46c3-b362-ad72d5afd779	Transcriptome Profiling		TCGA-E2-A15M-11A-22R-A12D-07
TCGA-GM-A3XL	65cac997-4d39-4501-85ec-4fcb328a8eb5	Primary Tumor	Gene Expression Quantification		c909a75f-23e8-4c96-82f2-72e46fdb8155.FPKM.txt.gz	TCGA-GM-A3XL-01A	29c98197-249e-45c9-96dc-34dfb4ac1430	fed3a891-21be-4196-b9ef-0bf7c8f976aa	b4c12e7a-2c91-4492-8662-d87c2f8d67cc	Transcriptome Profiling		TCGA-GM-A3XL-01A-11R-A22U-07
TCGA-AR-A24S	074e8b06-3929-4896-9263-3b80ad6a355b	Primary Tumor	Gene Expression Quantification		8e5a3c88-35f5-4620-86d7-53c014a2687b.FPKM.txt.gz	TCGA-AR-A24S-01A	3795f6d6-3a1d-4b41-8a4b-e832078e9d48	d79df987-e362-43f5-acbd-b19522bace7d	5fe56962-6755-4415-941f-1e0d987dbf72	Transcriptome Profiling		TCGA-AR-A24S-01A-11R-A169-07
TCGA-E2-A15K	17c1d42c-cb84-4655-a4cd-b54bae17ecaf	Primary Tumor	Gene Expression Quantification		112c740e-8830-4ed0-99cd-eadd91276f63.FPKM.txt.gz	TCGA-E2-A15K-01A	141e15ac-1537-4182-9db5-ba2115cd93d6	3a36b403-ea38-49f9-9c28-710c5d141164	844611e9-93f5-4c06-ad19-713e077906ce	Transcriptome Profiling		TCGA-E2-A15K-01A-11R-A12P-07
TCGA-E9-A1ND	f06f09f3-8133-4a92-ac86-fbe64295e0d8	Solid Tissue Normal	Gene Expression Quantification		57b2e9d8-ddae-4457-9959-0d911288e8dc.FPKM.txt.gz	TCGA-E9-A1ND-11A	ef84a69f-37bc-46fa-98ac-b3976212e11d	41615c91-a592-40ed-8bc1-3dda5f2c8625	e353f887-28aa-46f5-ab28-ac34de5f0f80	Transcriptome Profiling		TCGA-E9-A1ND-11A-43R-A144-07
TCGA-E9-A295	fec0da58-1047-44d2-b6d1-c18cceed43dc	Primary Tumor	Gene Expression Quantification		1119c89a-a4db-4962-8578-997bf19b7b23.FPKM.txt.gz	TCGA-E9-A295-01A	28ad8481-78a8-4103-b501-5cfd23ae3e81	3944bcd6-1a95-4297-8cf3-7e7d38b9390e	ac30055f-06ec-482c-b64b-381a62935d84	Transcriptome Profiling		TCGA-E9-A295-01A-11R-A16F-07
TCGA-A8-A099	e98b69bc-766a-485f-b5e8-9166b8d457b3	Primary Tumor	Gene Expression Quantification		d7cd82fa-6b87-4d9b-af1d-b029dfc1d4bc.FPKM.txt.gz	TCGA-A8-A099-01A	09d1b9e5-a828-4e12-8a66-2a90c18d2f3e	582b2af4-08e5-44d8-996d-d00db1e98413	5f2f53ed-65ed-4526-8406-ba3f6c5b6e24	Transcriptome Profiling		TCGA-A8-A099-01A-11R-A00Z-07
TCGA-BH-A1ES	51ccbf1b-7cae-44ba-991a-11eda8b8c404	Metastatic	Gene Expression Quantification		1f1cef0c-bdbe-41be-bcc1-c4d30bddead4.FPKM.txt.gz	TCGA-BH-A1ES-06A	fc895598-73b9-4269-a250-52e4475c6be7	9465c220-bf06-4cd1-8466-3477cc47ff6e	a26ad886-3033-4491-9444-ad276533b8cb	Transcriptome Profiling		TCGA-BH-A1ES-06A-12R-A24H-07
TCGA-D8-A1JK	56203436-8634-4fd0-96b5-ba6be9d87857	Primary Tumor	Gene Expression Quantification		a3bba70b-6661-4bec-bcf0-053da7aa61f9.FPKM.txt.gz	TCGA-D8-A1JK-01A	f7dd2e6b-a87e-467b-890a-3c422ae3dea7	eae4c66c-03a5-4663-a484-a01612602409	57dd82cf-3d3b-4e8a-bc5f-27cf388b733c	Transcriptome Profiling		TCGA-D8-A1JK-01A-11R-A13Q-07
TCGA-D8-A146	03da7a65-fa2f-42cb-a709-5fe8736f21d3	Primary Tumor	Gene Expression Quantification		26e8feed-d934-4dbc-8b04-d771b2a65915.FPKM.txt.gz	TCGA-D8-A146-01A	69f535c7-8f70-4efc-98bc-7f99924d7db1	e8232960-f69e-4491-9cf0-ed7bdcf20031	2b306b09-4509-49c9-81de-df73294360af	Transcriptome Profiling		TCGA-D8-A146-01A-31R-A115-07
TCGA-B6-A0X7	5b9a5cd2-5ec8-48a0-b9f2-da9bede0b089	Primary Tumor	Gene Expression Quantification		fe07bbb2-6d46-44b4-8363-1e1b8d648660.FPKM.txt.gz	TCGA-B6-A0X7-01A	b5ec5184-90d6-4b74-b08c-e39af59bc807	de27ccdd-56a4-44e9-89a3-ff0173026315	4fda5b25-c7e3-4123-bc85-464932ad4c5d	Transcriptome Profiling		TCGA-B6-A0X7-01A-11R-A10J-07
